date,sku_id,warehouse_id,demand_units,fulfilled_units,stockout_flag,sku_name,category,temp_min_c,temp_max_c,unit_cost,shelf_life_days,warehouse_name,region,day_of_week,month,quarter,week_of_year,day_of_year,year,is_weekend,lag_7,lag_14,lag_28,rolling_7_mean,rolling_14_mean,rolling_28_mean,rolling_7_std,max_severity_score,total_delay_hours,had_weather_event,breach_count,supplier_delay_hrs,had_supplier_delay
2023-08-31,2,4,80,71,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,3,8,3,35,243,2023,0,82.0,79.0,66.0,75.42857142857143,74.0,69.89285714285714,16.37942960807022,0,0.0,0,2,0.0,0
2023-09-01,2,4,86,81,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,4,9,3,35,244,2023,0,75.0,74.0,66.0,75.14285714285714,74.07142857142857,70.39285714285714,16.262723956219745,2,3.7,1,0,0.0,0
2023-09-02,2,4,59,58,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,5,9,3,35,245,2023,1,53.0,59.0,48.0,76.71428571428571,74.92857142857143,71.10714285714286,16.77015489606784,0,0.0,0,0,0.0,0
2023-09-03,2,4,55,49,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,6,9,3,35,246,2023,1,53.0,50.0,45.0,77.57142857142857,74.92857142857143,71.5,15.458084646953965,0,0.0,0,0,0.0,0
2023-09-04,2,4,104,100,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,0,9,3,36,247,2023,0,92.0,78.0,85.0,77.85714285714286,75.28571428571429,71.85714285714286,14.937966968194504,0,0.0,0,0,0.0,0
2023-09-05,2,4,95,86,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,1,9,3,36,248,2023,0,82.0,84.0,79.0,79.57142857142857,77.14285714285714,72.53571428571429,17.328753973835713,0,0.0,0,1,0.0,0
2023-09-06,2,4,89,82,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,2,9,3,36,249,2023,0,91.0,84.0,85.0,81.42857142857143,77.92857142857143,73.10714285714286,18.301704318242972,0,0.0,0,1,0.0,0
2023-09-07,2,4,90,87,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,3,9,3,36,250,2023,0,80.0,82.0,67.0,81.14285714285714,78.28571428571429,73.25,18.142294704443252,0,0.0,0,1,0.0,0
2023-09-08,2,4,91,87,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,4,9,3,36,251,2023,0,86.0,75.0,65.0,82.57142857142857,78.85714285714286,74.07142857142857,18.42875599759951,2,2.9,1,2,0.0,0
2023-09-09,2,4,52,49,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,5,9,3,36,252,2023,1,59.0,53.0,51.0,83.28571428571429,80.0,75.0,18.678992529169612,0,0.0,0,1,0.0,0
2023-09-10,2,4,58,55,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,6,9,3,36,253,2023,1,55.0,53.0,46.0,82.28571428571429,79.92857142857143,75.03571428571429,20.311854385344557,0,0.0,0,0,0.0,0
2023-09-11,2,4,89,87,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,0,9,3,37,254,2023,0,104.0,92.0,74.0,82.71428571428571,80.28571428571429,75.46428571428571,19.661419800498663,0,0.0,0,0,0.0,0
2023-09-12,2,4,108,97,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,1,9,3,37,255,2023,0,95.0,82.0,80.0,80.57142857142857,80.07142857142857,76.0,17.671607575026297,0,0.0,0,1,0.0,0
2023-09-13,2,4,98,87,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,2,9,3,37,256,2023,0,89.0,91.0,64.0,82.42857142857143,81.92857142857143,77.0,19.973792352790525,0,0.0,0,0,0.0,0
2023-09-14,2,4,95,88,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,3,9,3,37,257,2023,0,90.0,80.0,79.0,83.71428571428571,82.42857142857143,78.21428571428571,20.742181544816045,1,0.6,1,1,0.0,0
2023-09-15,2,4,87,80,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,4,9,3,37,258,2023,0,91.0,86.0,74.0,84.42857142857143,83.5,78.78571428571429,21.078086115340888,0,0.0,0,2,0.0,0
2023-09-16,2,4,59,52,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,5,9,3,37,259,2023,1,52.0,59.0,59.0,83.85714285714286,83.57142857142857,79.25,20.92389838939044,0,0.0,0,0,0.0,0
2023-09-17,2,4,63,62,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,6,9,3,37,260,2023,1,58.0,55.0,50.0,84.85714285714286,83.57142857142857,79.25,19.247758063634386,1,0.6,1,0,0.0,0
2023-09-18,2,4,90,89,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,0,9,3,38,261,2023,0,89.0,104.0,78.0,85.57142857142857,84.14285714285714,79.71428571428571,18.146231407257158,0,0.0,0,0,0.0,0
2023-09-19,2,4,121,109,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,1,9,3,38,262,2023,0,108.0,95.0,84.0,85.71428571428571,83.14285714285714,80.14285714285714,18.18162337558009,0,0.0,0,1,0.0,0
2023-09-20,2,4,96,95,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,2,9,3,38,263,2023,0,98.0,89.0,84.0,87.57142857142857,85.0,81.46428571428571,21.243486396675237,0,0.0,0,0,0.0,0
2023-09-21,2,4,102,102,False,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,3,9,3,38,264,2023,0,95.0,90.0,82.0,87.28571428571429,85.5,81.89285714285714,21.09276562958906,0,0.0,0,2,0.0,0
2023-09-22,2,4,84,78,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,4,9,3,38,265,2023,0,87.0,91.0,75.0,88.28571428571429,86.35714285714286,82.60714285714286,21.677286774519853,0,0.0,0,2,0.0,0
2023-09-23,2,4,56,50,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,5,9,3,38,266,2023,1,59.0,52.0,53.0,87.85714285714286,85.85714285714286,82.92857142857143,21.73651744130605,0,0.0,0,1,0.0,0
2023-09-24,2,4,66,62,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,6,9,3,38,267,2023,1,63.0,58.0,53.0,87.42857142857143,86.14285714285714,83.03571428571429,22.41916696978412,0,0.0,0,0,0.0,0
2023-09-25,2,4,120,116,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,0,9,3,39,268,2023,0,90.0,89.0,92.0,87.85714285714286,86.71428571428571,83.5,21.896944774926983,0,0.0,0,0,0.0,0
2023-09-26,2,4,120,117,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,1,9,3,39,269,2023,0,121.0,108.0,82.0,92.14285714285714,88.92857142857143,84.5,25.08936409070986,0,0.0,0,2,0.0,0
2023-09-27,2,4,107,103,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,2,9,3,39,270,2023,0,96.0,98.0,91.0,92.0,89.78571428571429,85.85714285714286,24.899799195977682,1,1.7,1,1,0.0,0
2023-09-28,2,4,102,96,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,3,9,3,39,271,2023,0,102.0,95.0,80.0,93.57142857142857,90.42857142857143,86.42857142857143,25.533358199664836,0,0.0,0,0,0.0,0
2023-09-29,2,4,98,93,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,4,9,3,39,272,2023,0,84.0,87.0,86.0,93.57142857142857,90.92857142857143,87.21428571428571,25.533358199664836,0,0.0,0,1,0.0,0
2023-09-30,2,4,76,74,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,5,9,3,39,273,2023,1,56.0,59.0,59.0,95.57142857142857,91.71428571428571,87.64285714285714,25.204874811943117,0,0.0,0,1,0.0,0
2023-10-01,2,4,68,68,False,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,6,10,4,39,274,2023,1,66.0,63.0,55.0,98.42857142857143,92.92857142857143,88.25,20.703116857590725,0,0.0,0,0,0.0,0
2023-10-02,2,4,126,116,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,0,10,4,40,275,2023,0,120.0,90.0,104.0,98.71428571428571,93.28571428571429,88.71428571428571,20.188398365681174,0,0.0,0,0,0.0,0
2023-10-03,2,4,127,114,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,1,10,4,40,276,2023,0,120.0,121.0,95.0,99.57142857142857,95.85714285714286,89.5,21.337425202814977,0,0.0,0,1,0.0,0
2023-10-04,2,4,120,118,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,2,10,4,40,277,2023,0,107.0,96.0,89.0,100.57142857142857,96.28571428571429,90.64285714285714,22.582125253226064,2,3.2,1,2,0.0,0
2023-10-05,2,4,104,97,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,3,10,4,40,278,2023,0,102.0,102.0,90.0,102.42857142857143,98.0,91.75,23.70553481683951,0,0.0,0,1,0.0,0
2023-10-06,2,4,116,102,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,4,10,4,40,279,2023,0,98.0,84.0,91.0,102.71428571428571,98.14285714285714,92.25,23.711560371221974,0,0.0,0,0,0.0,0
2023-10-07,2,4,89,82,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,5,10,4,40,280,2023,1,76.0,56.0,52.0,105.28571428571429,100.42857142857143,93.14285714285714,24.08813183370815,0,0.0,0,0,0.0,0
2023-10-08,2,4,73,67,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,6,10,4,40,281,2023,1,68.0,66.0,58.0,107.14285714285714,102.78571428571429,94.46428571428571,21.851228580475723,0,0.0,0,0,0.0,0
2023-10-09,2,4,121,117,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,0,10,4,41,282,2023,0,126.0,120.0,89.0,107.85714285714286,103.28571428571429,95.0,20.391408087955384,0,0.0,0,0,0.0,0
2023-10-10,2,4,130,121,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,1,10,4,41,283,2023,0,127.0,120.0,108.0,107.14285714285714,103.35714285714286,96.14285714285714,19.726704163211494,0,0.0,0,0,0.0,0
2023-10-11,2,4,116,104,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,2,10,4,41,284,2023,0,120.0,107.0,98.0,107.57142857142857,104.07142857142857,96.92857142857143,20.255510714018612,0,0.0,0,1,0.0,0
2023-10-12,2,4,106,105,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,3,10,4,41,285,2023,0,104.0,102.0,95.0,107.0,104.71428571428571,97.57142857142857,19.899748742132616,0,0.0,0,0,0.0,0
2023-10-13,2,4,96,96,False,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,4,10,4,41,286,2023,0,116.0,98.0,87.0,107.28571428571429,105.0,97.96428571428571,19.863822103800597,0,0.0,0,2,0.0,0
2023-10-14,2,4,80,74,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,5,10,4,41,287,2023,1,89.0,76.0,59.0,104.42857142857143,104.85714285714286,98.28571428571429,19.83983486874466,0,0.0,0,1,0.0,0
2023-10-15,2,4,86,83,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,6,10,4,41,288,2023,1,73.0,68.0,63.0,103.14285714285714,105.14285714285714,99.03571428571429,21.247969090626032,0,0.0,0,0,0.0,0
2023-10-16,2,4,118,111,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,0,10,4,42,289,2023,0,121.0,126.0,90.0,105.0,106.42857142857143,99.85714285714286,18.574175621006948,0,0.0,0,0,0.0,0
2023-10-17,2,4,148,147,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,1,10,4,42,290,2023,0,130.0,127.0,121.0,104.57142857142857,105.85714285714286,100.85714285714286,18.173764450045102,0,0.0,0,1,0.0,0
2023-10-18,2,4,135,123,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,2,10,4,42,291,2023,0,116.0,120.0,96.0,107.14285714285714,107.35714285714286,101.82142857142857,23.00310538042344,0,0.0,0,1,0.0,0
2023-10-19,2,4,120,106,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,3,10,4,42,292,2023,0,106.0,104.0,102.0,109.85714285714286,108.42857142857143,103.21428571428571,25.235085175396822,1,0.6,1,0,0.0,0
2023-10-20,2,4,105,95,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,4,10,4,42,293,2023,0,96.0,116.0,84.0,111.85714285714286,109.57142857142857,103.85714285714286,25.43245021246542,0,0.0,0,0,0.0,0
2023-10-21,2,4,92,82,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,5,10,4,42,294,2023,1,80.0,89.0,56.0,113.14285714285714,108.78571428571429,104.60714285714286,24.7145609673636,0,0.0,0,0,0.0,0
2023-10-22,2,4,83,73,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,6,10,4,42,295,2023,1,86.0,73.0,66.0,114.85714285714286,109.0,105.89285714285714,22.33404405407879,0,0.0,0,0,0.0,0
2023-10-23,2,4,142,136,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,0,10,4,43,296,2023,0,118.0,121.0,120.0,114.42857142857143,109.71428571428571,106.5,22.998964780015413,1,1.6,1,0,0.0,0
2023-10-24,2,4,148,133,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,1,10,4,43,297,2023,0,148.0,130.0,120.0,117.85714285714286,111.21428571428571,107.28571428571429,25.294456384938023,1,1.8,1,2,0.0,0
2023-10-25,2,4,128,121,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,2,10,4,43,298,2023,0,135.0,116.0,107.0,117.85714285714286,112.5,108.28571428571429,25.294456384938023,0,0.0,0,1,0.0,0
2023-10-26,2,4,135,126,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,3,10,4,43,299,2023,0,120.0,106.0,102.0,116.85714285714286,113.35714285714286,109.03571428571429,24.633504091166813,2,2.2,1,0,0.0,0
2023-10-27,2,4,132,116,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,4,10,4,43,300,2023,0,105.0,96.0,98.0,119.0,115.42857142857143,110.21428571428571,25.58645474986081,0,0.0,0,0,0.0,0
2023-10-28,2,4,105,96,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,5,10,4,43,301,2023,1,92.0,80.0,76.0,122.85714285714286,118.0,111.42857142857143,25.155705591565734,0,0.0,0,1,0.0,0
2023-10-29,2,4,80,80,False,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,6,10,4,43,302,2023,1,83.0,86.0,68.0,124.71428571428571,119.78571428571429,112.46428571428571,22.874398248655698,0,0.0,0,0,0.0,0
2023-10-30,2,4,154,139,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,0,10,4,44,303,2023,0,142.0,118.0,126.0,124.28571428571429,119.35714285714286,112.89285714285714,23.795757925271108,0,0.0,0,0,0.0,0
2023-10-31,2,4,171,163,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,1,10,4,44,304,2023,0,148.0,148.0,127.0,126.0,121.92857142857143,113.89285714285714,25.645012510557958,0,0.0,0,1,38.4,1
2023-11-01,2,4,135,127,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,2,11,4,44,305,2023,0,128.0,135.0,120.0,129.28571428571428,123.57142857142857,115.46428571428571,30.03172925265492,1,2.0,1,0,0.0,0
2023-11-02,2,4,132,129,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,3,11,4,44,306,2023,0,135.0,120.0,104.0,130.28571428571428,123.57142857142857,116.0,30.09825180811619,0,0.0,0,0,0.0,0
2023-11-03,2,4,138,135,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,4,11,4,44,307,2023,0,132.0,105.0,116.0,129.85714285714286,124.42857142857143,117.0,30.041241493590075,0,0.0,0,1,0.0,0
2023-11-04,2,4,92,91,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,5,11,4,44,308,2023,1,105.0,92.0,89.0,130.71428571428572,126.78571428571429,117.78571428571429,30.197760875680324,0,0.0,0,1,0.0,0
2023-11-05,2,4,95,87,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,6,11,4,44,309,2023,1,80.0,83.0,73.0,128.85714285714286,126.78571428571429,117.89285714285714,32.364736836195625,0,0.0,0,0,0.0,0
2023-11-06,2,4,168,158,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,0,11,4,45,310,2023,0,154.0,142.0,121.0,131.0,127.64285714285714,118.67857142857143,28.902133715927285,0,0.0,0,0,0.0,0
2023-11-07,2,4,158,140,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,1,11,4,45,311,2023,0,171.0,148.0,130.0,133.0,129.5,120.35714285714286,31.155523854794573,1,0.6,1,0,0.0,0
2023-11-08,2,4,156,155,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,2,11,4,45,312,2023,0,135.0,128.0,116.0,131.14285714285714,130.21428571428572,121.35714285714286,28.81219979701072,0,0.0,0,1,0.0,0
2023-11-09,2,4,147,130,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,3,11,4,45,313,2023,0,132.0,135.0,106.0,134.14285714285714,132.21428571428572,122.78571428571429,30.333856615057446,0,0.0,0,0,0.0,0
2023-11-10,2,4,130,121,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,4,11,4,45,314,2023,0,138.0,132.0,96.0,136.28571428571428,133.07142857142858,124.25,30.685035906308396,0,0.0,0,1,0.0,0
2023-11-11,2,4,92,88,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,5,11,4,45,315,2023,1,92.0,105.0,80.0,135.14285714285714,132.92857142857142,125.46428571428571,30.759435253964988,0,0.0,0,1,0.0,0
2023-11-12,2,4,98,87,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,6,11,4,45,316,2023,1,95.0,80.0,86.0,135.14285714285714,132.0,125.89285714285714,30.759435253964988,0,0.0,0,0,0.0,0
2023-11-13,2,4,146,140,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,0,11,4,46,317,2023,0,168.0,154.0,118.0,135.57142857142858,133.28571428571428,126.32142857142857,30.12118381282053,0,0.0,0,0,0.0,0
2023-11-14,2,4,168,160,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,1,11,4,46,318,2023,0,158.0,171.0,148.0,132.42857142857142,132.71428571428572,127.32142857142857,27.177546754978735,0,0.0,0,0,0.0,0
2023-11-15,2,4,162,149,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,2,11,4,46,319,2023,0,156.0,135.0,135.0,133.85714285714286,132.5,128.03571428571428,28.950697006166614,0,0.0,0,1,0.0,0
2023-11-16,2,4,146,136,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,3,11,4,46,320,2023,0,147.0,132.0,120.0,134.71428571428572,134.42857142857142,129.0,29.792137025924067,0,0.0,0,0,0.0,0
2023-11-17,2,4,129,121,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,4,11,4,46,321,2023,0,130.0,138.0,105.0,134.57142857142858,135.42857142857142,129.92857142857142,29.725730396729613,0,0.0,0,0,0.0,0
2023-11-18,2,4,98,92,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,5,11,4,46,322,2023,1,92.0,92.0,92.0,134.42857142857142,134.78571428571428,130.78571428571428,29.753751264096458,0,0.0,0,1,0.0,0
2023-11-19,2,4,98,97,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,6,11,4,46,323,2023,1,98.0,95.0,83.0,135.28571428571428,135.21428571428572,131.0,28.382590237175954,0,0.0,0,0,0.0,0
2023-11-20,2,4,191,182,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,0,11,4,47,324,2023,0,146.0,168.0,142.0,135.28571428571428,135.42857142857142,131.53571428571428,28.382590237175954,0,0.0,0,0,0.0,0
2023-11-21,2,4,177,163,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,1,11,4,47,325,2023,0,168.0,158.0,148.0,141.71428571428572,137.07142857142858,133.28571428571428,35.43404335623349,0,0.0,0,1,0.0,0
2023-11-22,2,4,168,152,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,2,11,4,47,326,2023,0,162.0,156.0,128.0,143.0,138.42857142857142,134.32142857142858,36.687872655688366,0,0.0,0,0,0.0,0
2023-11-23,2,4,161,155,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,3,11,4,47,327,2023,0,146.0,147.0,135.0,143.85714285714286,139.28571428571428,135.75,37.27120681092662,0,0.0,0,0,0.0,0
2023-11-24,2,4,146,139,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,4,11,4,47,328,2023,0,129.0,130.0,132.0,146.0,140.28571428571428,136.67857142857142,37.841775856849075,0,0.0,0,2,0.0,0
2023-11-25,2,4,110,103,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,5,11,4,47,329,2023,1,98.0,92.0,105.0,148.42857142857142,141.42857142857142,137.17857142857142,37.107308996374094,0,0.0,0,1,0.0,0
2023-11-26,2,4,108,100,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,6,11,4,47,330,2023,1,98.0,98.0,80.0,150.14285714285714,142.71428571428572,137.35714285714286,34.58047894129762,0,0.0,0,0,0.0,0
2023-11-27,2,4,155,146,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,0,11,4,48,331,2023,0,191.0,146.0,154.0,151.57142857142858,143.42857142857142,138.35714285714286,32.1913919283668,0,0.0,0,0,0.0,0
2023-11-28,2,4,192,171,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,1,11,4,48,332,2023,0,177.0,168.0,171.0,146.42857142857142,144.07142857142858,138.39285714285714,27.35481153811372,0,0.0,0,0,0.0,0
2023-11-29,2,4,170,164,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,2,11,4,48,333,2023,0,168.0,162.0,135.0,148.57142857142858,145.78571428571428,139.14285714285714,30.54972527349009,0,0.0,0,1,0.0,0
2023-11-30,2,4,146,136,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,3,11,4,48,334,2023,0,161.0,146.0,132.0,148.85714285714286,146.35714285714286,140.39285714285714,30.770270128965862,0,0.0,0,0,0.0,0
2023-12-01,2,4,151,147,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,4,12,4,48,335,2023,0,146.0,129.0,138.0,146.71428571428572,146.35714285714286,140.89285714285714,30.302443717266442,0,0.0,0,0,0.0,0
2023-12-02,2,4,116,115,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,5,12,4,48,336,2023,1,110.0,98.0,92.0,147.42857142857142,147.92857142857142,141.35714285714286,30.34170475795737,0,0.0,0,0,0.0,0
2023-12-03,2,4,98,94,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,6,12,4,48,337,2023,1,108.0,98.0,95.0,148.28571428571428,149.21428571428572,142.21428571428572,29.17027188602751,0,0.0,0,0,0.0,0
2023-12-04,2,4,159,154,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,0,12,4,49,338,2023,0,155.0,191.0,168.0,146.85714285714286,149.21428571428572,142.32142857142858,31.614493361055082,0,0.0,0,0,0.0,0
2023-12-05,2,4,191,181,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,1,12,4,49,339,2023,0,192.0,177.0,158.0,147.42857142857142,146.92857142857142,142.0,31.821675751271382,0,0.0,0,2,0.0,0
2023-12-06,2,4,157,148,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,2,12,4,49,340,2023,0,170.0,168.0,156.0,147.28571428571428,147.92857142857142,143.17857142857142,31.58963060728579,0,0.0,0,1,0.0,0
2023-12-07,2,4,158,157,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,3,12,4,49,341,2023,0,146.0,161.0,147.0,145.42857142857142,147.14285714285714,143.21428571428572,30.391101454522065,0,0.0,0,0,0.0,0
2023-12-08,2,4,150,135,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,4,12,4,49,342,2023,0,151.0,146.0,130.0,147.14285714285714,146.92857142857142,143.60714285714286,30.764853168448504,0,0.0,0,0,0.0,0
2023-12-09,2,4,116,114,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,5,12,4,49,343,2023,1,116.0,110.0,92.0,147.0,147.21428571428572,144.32142857142858,30.746273486933973,0,0.0,0,0,0.0,0
2023-12-10,2,4,103,94,True,Flu Vaccines,pharmaceutical,2.0,8.0,18.5,90,Dallas Hub,Southwest,6,12,4,49,344,2023,1,98.0,108.0,98.0,147.0,147.64285714285714,145.17857142857142,30.746273486933973,0,0.0,0,0,0.0,0
